processed_tweets,label,predicted_label
peserta kirab pemuda,0.0,"[{'label': 'NEGATIVE', 'score': 0.9450833201408386}]"
peringatan sumpah pemuda  digelar,0.0,"[{'label': 'POSITIVE', 'score': 0.7693295478820801}]"
 pemekaran provinsi papua papua barat  pembentukan daerah khusus  perubahan status daerah khusus ibukota jakarta ibukota dipindahkan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9474588632583618}]"
"kantor ksop kelas i balikpapan beserta pejabat staff mengucap selamat sumpah pemuda  oktober 

saatnya pemuda berkontribusi nyata mewujudkan maju membangun",0.0,"[{'label': 'NEGATIVE', 'score': 0.992220401763916}]"
ri optimis upacara peringatan hut ri  agustus  digelar,0.0,"[{'label': 'NEGATIVE', 'score': 0.9843226671218872}]"
"peringatan sumpah pemuda digelar  oktober  dg mengusung tema bersatu bangun bangsa 

bulan pemuda dimeriahkan dg aneka kegiatan pertemuan forum rektor utk kepentingan mengarusutamakan kepemudaan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9864770770072937}]"
 menerima dewan penasihat tony blair istana merdeka jakarta rabu  oktober,0.0,"[{'label': 'NEGATIVE', 'score': 0.9512768983840942}]"
wujud perubahan peradaban dgn menghadirkan konsep indonesiasentris  amp angka perekonomian daerah yg terpusat pulau jawa,1.0,"[{'label': 'NEGATIVE', 'score': 0.9634926915168762}]"
 langkah membangun budaya kerjapemikiranamp basis ekonomi berani memiliki agenda melangkah kemajuan bangsa,1.0,"[{'label': 'NEGATIVE', 'score': 0.9729663729667664}]"
peringatan sumpah pemuda  digelar,0.0,"[{'label': 'POSITIVE', 'score': 0.7693295478820801}]"
kementerian pupr percepat infrastruktur dasar pendukung inti pusat pemerintahan kipp meliputi jalan jembatan bendungan drainase intake air baku hunian pekerja penyiapan lahan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9904311299324036}]"
menteri ketenagakerjaan tenaga kerja disesuaikan kebutuhan,0.0,"[{'label': 'NEGATIVE', 'score': 0.990183413028717}]"
bendungan sepaku semol dibangun amp balikpapan,0.0,"[{'label': 'NEGATIVE', 'score': 0.8304827213287354}]"
menteri pupr bendungan sepaku semoi dibangun balikpapan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9583098292350769}]"
bendungan kecamatan sepaku diproyeksikan infrastruktur penyediaan kebutuhan air baku pengendalian banjir,0.0,"[{'label': 'NEGATIVE', 'score': 0.7772095799446106}]"
sdm dilatih kompetensinya,0.0,"[{'label': 'NEGATIVE', 'score': 0.9967407584190369}]"
kabar  tahap sesi tol,0.0,"[{'label': 'POSITIVE', 'score': 0.6876687407493591}]"
jaga kedaulatan laut pesan dituliskan ri on board kri escolar rangka mengunjungi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9562219977378845}]"
sambut hsp  peserta kirab pemuda,0.0,"[{'label': 'NEGATIVE', 'score': 0.9628292322158813}]"
bendungan sepaku semoi bendungan batu lepek bendungan selamayu  dibangun menyediakan air baku balikpapan,0.0,"[{'label': 'NEGATIVE', 'score': 0.8344659805297852}]"
kementerian pupr berkolaborasi   rangka pengawasan pengamanan proyek strategis terkait infrastruktur,0.0,"[{'label': 'NEGATIVE', 'score': 0.9827864170074463}]"
peringatan hsp peserta kirab pemuda,0.0,"[{'label': 'NEGATIVE', 'score': 0.655087947845459}]"
bendungan sepaku semoi kabupaten penajam paser utara mencapai  persen bendungan infrastruktur pendukung balikpapan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9348767995834351}]"
"gagasan bangsa indonesia

kalimantan lokasi strategik pentadbiran mengilustrasikan gagasan bandar raya dunia impian rakyat",1.0,"[{'label': 'NEGATIVE', 'score': 0.9502425193786621}]"
peluang potensi pengembangan global halal hub hilirisasi komoditas produksi baterai ev,0.0,"[{'label': 'NEGATIVE', 'score': 0.627720296382904}]"
"tinjau infrastruktur ikn

presiden meninjau infrastruktur kabupaten penajam paser utara provinsi",0.0,"[{'label': 'NEGATIVE', 'score': 0.9807722568511963}]"
"tdk lahan tdk prnh diajak berunding sosialiasi ditempatkannya imbuhnya

 ketarketir masyarakat adat tersingkir selengkapnya",-1.0,"[{'label': 'NEGATIVE', 'score': 0.974463701248169}]"
"pupr bangun intake sungai sepaku suplai air baku ikn

kementerian pupr mempercepat infrastruktur dasar pendukung inti pusat pemerintahan kipp",0.0,"[{'label': 'NEGATIVE', 'score': 0.9898727536201477}]"
ementerian pekerjaan perumahan rakyat pupr mempercepat infrastruktur dasar pendukung inti pusat pemerintahan kipp,0.0,"[{'label': 'NEGATIVE', 'score': 0.9865316152572632}]"
"ketenagakerjaan sesuai kebutuhan pusat daerah edukasi sumber daya manusia pakai pelatihanpelatihan

jokowi gas pol penyerapan tenaga kerja",0.0,"[{'label': 'NEGATIVE', 'score': 0.9840033650398254}]"
"bendungan sepaku semoi kabupaten penajam paser utara diproyeksikan infrastruktur penyediaan kebutuhan air baku pengendalian banjir nusantara

jokowi gas pol infrastruktur",0.0,"[{'label': 'NEGATIVE', 'score': 0.9792581796646118}]"
berencana mengajak calon investor berkunjung  gbk senayan hasil tes otak mekkah nikita mirzani pique assalamualaikum uel jasuke antonio conte decul europa league tidur,0.0,"[{'label': 'NEGATIVE', 'score': 0.9520413279533386}]"
kehidupan,0.0,"[{'label': 'POSITIVE', 'score': 0.7474241256713867}]"
kementerian pupr mengajak kejaksaan ri memantau proyek,0.0,"[{'label': 'NEGATIVE', 'score': 0.9844182133674622}]"
"tinjau infrastruktur ikn

presiden meninjau infrastruktur kabupaten penajam paser utara provinsi selasa  oktober ",0.0,"[{'label': 'NEGATIVE', 'score': 0.9910776019096375}]"
"inspirasi dunia





bengkulu",0.0,"[{'label': 'NEGATIVE', 'score': 0.979392945766449}]"
"inspirasi dunia





sumatera barat",0.0,"[{'label': 'NEGATIVE', 'score': 0.9936204552650452}]"
"kunjungan nusantara

sumber biro pers media informasi sekretariat presiden

kemenkumham gorontalo
heni susila wardoyo

humas lapas pohuwato oktober",0.0,"[{'label': 'NEGATIVE', 'score': 0.9956135153770447}]"
badan pengatur jalan tol bpjt kementerian pupr menguji coba sistem pembayaran tol nontunai henti multi lane free flow mlff aplikasi cantas tol balikpapansamarinda,0.0,"[{'label': 'NEGATIVE', 'score': 0.9389379024505615}]"
gubernur jawa barat  mendukung penuh mengajak pengusaha jawa barat berinvestasi pengusaha kuliner infrastruktur kang emil gedung sate,1.0,"[{'label': 'NEGATIVE', 'score': 0.9926717281341553}]"
menindaklanjuti agenda market sounding jajak pasar dilaksanakan  oktober  menggelar sosialisasi kerja badan usaha kpbu calon investor,0.0,"[{'label': 'NEGATIVE', 'score': 0.9906318187713623}]"
"kehidupan 
ikn ibukota  
ibu  kehidupan 

salahnya dimana druuuunnn",0.0,"[{'label': 'NEGATIVE', 'score': 0.9886670112609863}]"
"insipirasi degan mindset ekonomi baru

jambi",0.0,"[{'label': 'NEGATIVE', 'score': 0.9718827605247498}]"
"gedunggedung digarap swasta 


donat

jasuke
rihanna
tidur 
gbk senayan
nahida",0.0,"[{'label': 'NEGATIVE', 'score': 0.9858071208000183}]"
maju,0.0,"[{'label': 'POSITIVE', 'score': 0.6351478099822998}]"
menelusuri jalur laut kri escolar pelabuhan cita sabut kecamatan sepaku kabupaten penajam paser utara lokasi selasa,0.0,"[{'label': 'NEGATIVE', 'score': 0.9828680753707886}]"
kemenpora menggelar kirab pemuda kutai rangka sumpah pemuda,0.0,"[{'label': 'NEGATIVE', 'score': 0.9906259775161743}]"
"optimistis upacara peringatan hut ri  agustus  digelar istana ikn

keren nih
cc",1.0,"[{'label': 'NEGATIVE', 'score': 0.9623549580574036}]"
"gaspol penyerapan tenaga kerja

pemerintah menteri tenaga kerja sdm dilatih kompetensinya",0.0,"[{'label': 'NEGATIVE', 'score': 0.9904046654701233}]"
"nusantara

lima butir maklumat rakyat dukung",0.0,"[{'label': 'NEGATIVE', 'score': 0.9601211547851562}]"
ppu  polda kaltim mengambil pengamanan mendukung kabupaten penajam paser utara halnya satgas ops polda kaltim regu c rabu,0.0,"[{'label': 'NEGATIVE', 'score': 0.9862704873085022}]"
"gaspol infrastruktur

menteri pupr basuki hadimuljono menargetkan bendungan sepaku semoi pengendali banjir rampung  progres konstruksi mencapai  persen",0.0,"[{'label': 'NEGATIVE', 'score': 0.9645839333534241}]"
optimistis upacara peringatan hut ri  agustus  digelar,1.0,"[{'label': 'NEGATIVE', 'score': 0.9613627791404724}]"
"oktober 

bulungan

menteri negeri mengajak masyarakat utara mendukung program",0.0,"[{'label': 'NEGATIVE', 'score': 0.9921008348464966}]"
"cerita wayang kulit judulnya  babat alas wonomarto 
dalam cerita tsb betapa berat satria pandawa menghadapi kesulitantekanan
dengan tekat kuat amarta
salam paseduluran",0.0,"[{'label': 'NEGATIVE', 'score': 0.9907952547073364}]"
wujud perubahan peradaban,0.0,"[{'label': 'POSITIVE', 'score': 0.6121067404747009}]"
"bangsa hebat bangsa membangun negaranya jauhhh depan

ibu",0.0,"[{'label': 'NEGATIVE', 'score': 0.9884918332099915}]"
meninjau infrastruktur kabupaten penajam paser utara provinsi selasa  oktober,0.0,"[{'label': 'NEGATIVE', 'score': 0.9918370842933655}]"
"pusat ekonomi 

presiden  gas pol infrastruktur",1.0,"[{'label': 'NEGATIVE', 'score': 0.948143720626831}]"
menelusuri jalur laut kri escolar pelabuhan cita sabut kecamatan sepaku kabupaten penajam paser utara lokasi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9813920259475708}]"
"optimistis upacara peringatan ulang hut kemerdekaan republik  digelar nusantara

siap semangat",1.0,"[{'label': 'NEGATIVE', 'score': 0.8459690809249878}]"
berlanjut,1.0,"[{'label': 'NEGATIVE', 'score': 0.729141891002655}]"
"menepis keraguan optimis  pelaksanaan upacara bendera hut ri dilaksanakan 

nikita mirzani tidur  bem ui
bnpt decul donat",1.0,"[{'label': 'NEGATIVE', 'score': 0.9751891493797302}]"
"pt pln persero berkomitmen dukungan persiapan nusantara

eko hadi pranoto manager pln up balikpapan  megawatt mencukupi kebutuhan kontruksi kebutuhan masyarakat",1.0,"[{'label': 'NEGATIVE', 'score': 0.9917414784431458}]"
momen duduk digeladak kapal kri escolar  menyusuri jalur logistik berbeda kunjungan selasa  kali,0.0,"[{'label': 'NEGATIVE', 'score': 0.9895269870758057}]"
ri  berkunjung  jalannya bendungan pengembangan lahan persemaian akses jalan patut optimistis berjalan,0.0,"[{'label': 'NEGATIVE', 'score': 0.8510745167732239}]"
pengembangan bertahap persiapan berjalan berkesinambungan terpadu,0.0,"[{'label': 'NEGATIVE', 'score': 0.8879904747009277}]"
disiapkan ideal percontohan lainbaik duniapengerjaannya asalan membekali tenaga kerja ketrampilan sesuai kebutuhan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9679921865463257}]"
meninjau infrastruktur kabupaten penajam paser utarapresiden progres januari,0.0,"[{'label': 'NEGATIVE', 'score': 0.9857248067855835}]"
menambah bendungan bendungan batu lepek bendungan selamayu,0.0,"[{'label': 'NEGATIVE', 'score': 0.6062135696411133}]"
meninjau infrastruktur pengembangan lahan berjalan,0.0,"[{'label': 'POSITIVE', 'score': 0.6182999610900879}]"
meninjau infrastruktur woah moga cepet selesai,0.0,"[{'label': 'NEGATIVE', 'score': 0.990710437297821}]"
semoga sukses infrastruktur meninjau infrastruktur kabupaten penajam paser utara,0.0,"[{'label': 'NEGATIVE', 'score': 0.9741953611373901}]"
meninjau infrastruktur diharapkan selesai sesuai rencana,0.0,"[{'label': 'NEGATIVE', 'score': 0.9653384685516357}]"
meninjau infrastruktur,0.0,"[{'label': 'NEGATIVE', 'score': 0.7628238797187805}]"
meninjau dlm infrastruktur,0.0,"[{'label': 'NEGATIVE', 'score': 0.9824223518371582}]"
meninjau infrastruktur kabupaten penajam paser utara,0.0,"[{'label': 'NEGATIVE', 'score': 0.9756736755371094}]"
diproyeksikan simbol pusat perekonomian nasional maju,1.0,"[{'label': 'NEGATIVE', 'score': 0.9650706648826599}]"
mengajak calon investor berkunjung  munchen barcelona barca,0.0,"[{'label': 'NEGATIVE', 'score': 0.8915285468101501}]"
progres infrastruktur berjalan optimis upacara  hut ri digelar munchen barcelona  hivi ngebantu polri jaga negeri  donat,1.0,"[{'label': 'NEGATIVE', 'score': 0.986290454864502}]"
"gedunggedung digarap swasta 

donat

guling
bem ui
ternyata wa
tidur 

dayak",0.0,"[{'label': 'NEGATIVE', 'score': 0.9864563941955566}]"
"membabat habis hutan butuh puluh  wkwkwkwk

hutan  ha

ibu  ha

wkwkwk goblok",-1.0,"[{'label': 'NEGATIVE', 'score': 0.9932175278663635}]"
bendungan sepaku semoi dibangun balikpapan gas pol infrastruktur,0.0,"[{'label': 'NEGATIVE', 'score': 0.9780818819999695}]"
tenaga kerja disesuaikan kebutuhan gas pol penyerapan tenaga kerja,0.0,"[{'label': 'NEGATIVE', 'score': 0.9984027147293091}]"
"menelusuri jalur laut nusantara

selengkapnya",0.0,"[{'label': 'NEGATIVE', 'score': 0.9672747254371643}]"
kebutuhan tenaga kerja sesuai kebutuhan pusat daerah edukasi sumber daya manusia pakai pelatihanpelatihan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9752017855644226}]"
"trending topic today  dilengkapi layanan pendidikan kesehatan kelas dunia

bukan rimba layanan pendidikan kelas dunia",0.0,"[{'label': 'POSITIVE', 'score': 0.5950491428375244}]"
penyediaan air baku bangun bendungan sepaku,0.0,"[{'label': 'NEGATIVE', 'score': 0.882064938545227}]"
investor dijanjikan izin hak bangunan hgb  diperpanjang  aturan membatasi  direktur jenderal penetapan hak pendaftaran kementerian agraria tata,0.0,"[{'label': 'NEGATIVE', 'score': 0.9760856032371521}]"
"tenaga kerja disesuaikan kebutuhan 

 gas pol penyerapan tenaga kerja",0.0,"[{'label': 'NEGATIVE', 'score': 0.9984027147293091}]"
bendungan sepaku semoi penyediaan air baku ,0.0,"[{'label': 'NEGATIVE', 'score': 0.8741217255592346}]"
mentri ketenagakerjaan kompetensi pekerja membangun ,0.0,"[{'label': 'NEGATIVE', 'score': 0.9553408026695251}]"
lupa utama salah persiapan fokus perpindahan pembuatan master plan rencana utama sistem pertahanan keamanan terbaru,1.0,"[{'label': 'NEGATIVE', 'score': 0.9539970755577087}]"
"tinjau infrastruktur progres baik

presiden  meninjau infrastruktur kabupaten penajam paser utara provinsi selasa  oktober",0.0,"[{'label': 'NEGATIVE', 'score': 0.9922784566879272}]"
 pemekaran provinsi papua papua barat  pembentukan daerah khusus  perubahan status daerah khusus ibukota jakarta ibukota dipindahkan dasar,1.0,"[{'label': 'NEGATIVE', 'score': 0.953112781047821}]"
"kunjungi jalur laut

ada berbeda kunjungan  selasa  oktober  rombongan jalur darat balikpapan tempuh  jam",0.0,"[{'label': 'NEGATIVE', 'score': 0.9929825067520142}]"
 meninjau infrastruktur kabupaten penajam paser utara provinsi selasa  oktober,0.0,"[{'label': 'NEGATIVE', 'score': 0.9918370842933655}]"
rombongan mencoba jalur laut,0.0,"[{'label': 'NEGATIVE', 'score': 0.9722487330436707}]"
meninjau infrastruktur progres infrastruktur bendungan pengembangan lahan akses jalan berjalan,0.0,"[{'label': 'NEGATIVE', 'score': 0.5465588569641113}]"
"kunjungi jalur laut

ada berbeda kunjungan  selasa  oktober 

biasanya rombongan jalur darat balikpapan tempuh  jam",0.0,"[{'label': 'NEGATIVE', 'score': 0.9959580302238464}]"
"cant hardly waiting
peringatan hut ri  direncanakan dilaksanakan nusantara

ibu semangat",1.0,"[{'label': 'NEGATIVE', 'score': 0.9739115834236145}]"
berbeda kunjungan ri selasa  rombongan jalur darat balikpapan kali rombongan menelusuri jalur laut kri escolar,0.0,"[{'label': 'NEGATIVE', 'score': 0.9852753281593323}]"
kunjungan kali berbeda rombongan jalur laut kri escolar   pelabuhan semayam balikpapan pelabuhan cita sabut kec sepaku ditempuh  jam,0.0,"[{'label': 'NEGATIVE', 'score': 0.9877083897590637}]"
meninjau,0.0,"[{'label': 'POSITIVE', 'score': 0.9915072917938232}]"
"tenaga kerja nusantara
disesuaikan kebutuhan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9900451302528381}]"
bendungan sepaku semoi memudahkan penyediaan air,0.0,"[{'label': 'NEGATIVE', 'score': 0.7642965316772461}]"
"bendungan sepaku 
semoi bangun 
ibu amp balikpapan",0.0,"[{'label': 'NEGATIVE', 'score': 0.9168239235877991}]"
"menteri ketenagakerjaan menaker ida fauziyah menerangkan kebutuhan tenaga kerja bernama nusantara 
 gas pol penyerapan tenaga kerja",0.0,"[{'label': 'NEGATIVE', 'score': 0.980297863483429}]"
tenaga kerja disesuaikan kebutuhan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9968827366828918}]"
bendungan sepaku semol dibangun amp balikpapan,0.0,"[{'label': 'NEGATIVE', 'score': 0.8304827213287354}]"
bangun,0.0,"[{'label': 'POSITIVE', 'score': 0.9489395618438721}]"
kejadian unik diwawancara wartawan bendungan sepaku semoi selasa  handphone jadul milik menteri pupr basuki hadimuljono tibatiba berbunyi kejadian langsung mengundang komentar netizen media sosial,0.0,"[{'label': 'NEGATIVE', 'score': 0.9901338219642639}]"
napa nih anjing,-1.0,"[{'label': 'NEGATIVE', 'score': 0.9882209897041321}]"
" lihat kemajuan nusantara

presiden meninjau infrastruktur kabupaten penajam paser utara provinsi",0.0,"[{'label': 'NEGATIVE', 'score': 0.9663426876068115}]"
harapan masyarakat penetapan nama,0.0,"[{'label': 'NEGATIVE', 'score': 0.9907150864601135}]"
" optimistis upacara peringatan hut kemerdekaan ri  digelar nusantara

jokowi progres berjalan sesuai jadwal berjalan",1.0,"[{'label': 'NEGATIVE', 'score': 0.9409154057502747}]"
"telusuri jalur laut ikn

presiden  menelusuri jalur laut kri escolar pelabuhan cita sabut kecamatan sepaku kabupaten penajam paser utara lokasi",0.0,"[{'label': 'NEGATIVE', 'score': 0.9893272519111633}]"
"penuh sensasi alam teknologi
     sulawesi dukung",0.0,"[{'label': 'NEGATIVE', 'score': 0.902281641960144}]"
optimis upacara peringatan hut ri  agustus  digelar,1.0,"[{'label': 'NEGATIVE', 'score': 0.9703662395477295}]"
"inspirasi dunia 
ikn mindset ekonomi baru
presiden jokowi






aceh mendukung",1.0,"[{'label': 'NEGATIVE', 'score': 0.9609783887863159}]"
"nusantara
ibu negara
selaku organisasi dayak kaltim
menyambut terbuka nusantara





aceh mendukung",0.0,"[{'label': 'NEGATIVE', 'score': 0.9205443263053894}]"
pusat ekonomi,1.0,"[{'label': 'POSITIVE', 'score': 0.9641597270965576}]"
apresiasi     ,1.0,"[{'label': 'NEGATIVE', 'score': 0.8802731037139893}]"
menaker ida fauziyah kebutuhan tenaga kerja sesuaikan tenaga kerja pelatihan dipilih balai pelatihan vokasi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9763734936714172}]"
berkunjung jalannya bendungan pengembangan lahan persemaian akses jalan patut optimistis berjalan,0.0,"[{'label': 'NEGATIVE', 'score': 0.7577601075172424}]"
kunjungan selasa  oktober  kali rombongan menelusuri jalur laut kri escolar   jarak pelabuhan semayang balikpapan pelabuhan cita sabut sepaku penajam paser utara ditempuh  jam,0.0,"[{'label': 'NEGATIVE', 'score': 0.9909934997558594}]"
rt  berkunjung jalannya bendungan pengembangan lahan persemaian akses jalan patut optimistis berjalan,0.0,"[{'label': 'NEGATIVE', 'score': 0.5900738835334778}]"
